show_number,air_date,round,category,contestant_one_name,contestant_two_name,contestant_three_name,contestant_one_location,contestant_two_location,contestant_three_location
2901,1997-03-24,Final Jeopardy!,SCIENCE,Pat Posner,Max Jacobson,Robert Manuel,Maryland,California,California
4872,2005-11-15,Final Jeopardy!,2005 COMMENCEMENT SPEECHES,Alison Jenik,Ben Goldman,Nico Martinez,New York,Pennsylvania,Michigan
2831,1996-12-16,Final Jeopardy!,BRAND NAMES,Andy Jackson,Gene Ballesty,Jere Souza,Michigan,New York,California
3726,2000-11-13,Final Jeopardy!,LIFE & LITERATURE,Erin Milligan,Carl Gilbertsen,Mitali Banerjee,Delaware,Illinois,Texas
3942,2001-10-23,Final Jeopardy!,BUSINESS & INDUSTRY,Pam Mueller,Andrew Garen,Larry Cloud,Illinois,Texas,California
4219,2002-12-26,Final Jeopardy!,TOYS & GAMES,Steve Frost,Becky Cary,Valerie Reyna,California,North Carolina,Texas
4195,2002-11-22,Final Jeopardy!,CLASSICAL MUSIC,Jara Dorsey,Kyle Hale,Mark Kehres,Ohio,Texas,Michigan
4515,2004-04-02,Final Jeopardy!,GEORGE WASHINGTON,William Nicks,Jr.,"Bobbie Lewis, Chris Miller",California,Michigan,Kentucky
2758,1996-09-04,Final Jeopardy!,BUSINESS & INDUSTRY,Irene Dennis,Dave Streit,Bernie Cullen,Massachusetts,Indiana,Ireland
5140,2007-01-05,Final Jeopardy!,PRO FOOTBALL,Jeremy Rasmussen,Jean Maguire,Julie Dunlevy,Florida,California,Kentucky
3024,1997-10-23,Final Jeopardy!,MILITARY NEWS,Chris Hackett,Eileen Heckel,Laura Hansen,New York,California,"Washington, D.C."
5359,2007-12-20,Final Jeopardy!,SNACK BRANDS,Marvene Horwitz,Joseph Maher,Cora Peck,"Washington, D.C.",Texas,California
5940,2010-06-11,Final Jeopardy!,FLAGS & BANNERS,Jennifer Roberson,Ken Eberle,Marty Scott,Virginia,Pennsylvania,Texas
6155,2011-05-20,Final Jeopardy!,CANALS,Tracey Davidson,Adam Kapp,Matt Neville,Virginia,Pennsylvania,Connecticut
4924,2006-01-26,Final Jeopardy!,CIVIL RIGHTS,Glenn Barnes,Miranda Schwartz,Bob Mesko,Massachusetts,New York,Colorado
4665,2004-12-10,Final Jeopardy!,STATE MOTTOES,Colette Moran,Robert Bowsher,Tom McCudden,Illinois,Ohio,North Carolina
1422,1990-11-06,Final Jeopardy!,THE BIBLE,Jamie Weiss,Jeff Bandman,Larry McKnight,Virginia,New York,California
6108,2011-03-16,Final Jeopardy!,VOCABULARY,Peter Perigo,Rebecca Rogers,Tom Kunzen,Oklahoma,North Carolina,Florida
3568,2000-02-23,Final Jeopardy!,CLASSICAL MUSIC,Celiane Levy Reiner,Mark Sewell,Jeremy Bate,New York,Maryland,California
1198,1989-11-15,Final Jeopardy!,VICE PRESIDENTS,Ouida Rellstab,Mark McDermott,Brian Wangsgard,Louisiana,Iowa,Utah
3703,2000-10-11,Final Jeopardy!,2000 PRESIDENTIAL HOPEFULS,Paul Smith,David Tepper,Nancy Huettner,Massachusetts,Virginia,New Hampshire
4722,2005-03-01,Final Jeopardy!,HISTORIC QUOTATIONS,Kevin Keach,Bruce Borchardt,Diane Siegel,Missouri,"Washington, D.C.",California
6218,2011-10-05,Final Jeopardy!,LITERARY TITLE CHARACTERS,Daniel Okobi,Jr.,"Katie Baker, Joon Pahk",New York,Ohio,Massachusetts
6214,2011-09-29,Final Jeopardy!,The 20th CENTURY,Chris Fleitas,Lindsy Lassere,Sergio Llorian,California,Louisiana,New York
4466,2004-01-26,Final Jeopardy!,THE OXFORD ENGLISH DICTIONARY,Todd Wilson,Neil Silverman,Margaret Meehan,Georgia,California,New Jersey
4660,2004-12-03,Final Jeopardy!,U.S. CITIES,Kord Heinemann,Pete DeBalli,Katie Fitzgerald,Pennsylvania,Florida,New York
3840,2001-04-20,Final Jeopardy!,ENGINEERING,Joe Collins,Nancy Mitchell,Ashley Ward,Illinois,Massachusetts,Georgia
2839,1996-12-26,Final Jeopardy!,ASSASSINS,Leo Gillis,Kecia Lynn,Jon Woodman,Michigan,Illinois,Ohio
5505,2008-07-11,Final Jeopardy!,BASEBALL HISTORY,Carolyn D'Aquila,Joan Gardiner,Aaron Schroeder,New Hampshire,Maryland,"Washington, D.C."
4269,2003-03-06,Final Jeopardy!,AGRICULTURE,Laurie Zorn,Jason Affourtit,Max Levaren,Washington,Connecticut,California
3115,1998-02-27,Final Jeopardy!,TELEVISION BIOGRAPHIES,John Fedoryn,Stephanie Thomas,Chris Ward,Illinois,Georgia,Peru
3426,1999-06-28,Final Jeopardy!,WORLD OF TELEVISION,Michael Greer,Jennifer Junnila,Jeff Krause,Germany,Germany,Italy
5019,2006-06-08,Final Jeopardy!,UNIVERSITIES,Kerry Rucidlo,Jessica Tanner,Roberta Ellington,New York,Massachusetts,California
4703,2005-02-02,Final Jeopardy!,IN THE NEWS,Orlando Zambrano,Anne Shivers,Steve Golden,Florida,Illinois,Maryland
5598,2008-12-31,Final Jeopardy!,ADVERTISING ICONS,Shyra Latiolais,Brian Gohacki,Scott Shive,Louisiana,California,Kentucky
6050,2010-12-24,Final Jeopardy!,AMERICANA,Chris Quin,Marissa Goldsmith,Tom Nissley,Georgia,Virginia,Washington
3099,1998-02-05,Final Jeopardy!,ROYALTY,Sahir Islam,Pam Mifflin,Arthur Phillips,New York,Wisconsin,Massachusetts
1265,1990-02-16,Final Jeopardy!,AMERICAN NOVELS,Richard Morris,Andrew McGeorge,Jamie Weiss,Alabama,Kansas,Virginia
3445,1999-07-23,Final Jeopardy!,PUBLICATIONS,Peter Senkbeil,Geoff Morley,Jackie Wollner,California,Missouri,California
4321,2003-05-19,Final Jeopardy!,AWARDS,Jonathan Auyoung,Mary Boehm,Kay Reimann,California,New Mexico,California
6269,2011-12-15,Final Jeopardy!,AMERICAN AUTHORS,Beth Watkins,Silas Crawford,Boomie Aglietti,Georgia,Florida,California
3104,1998-02-12,Final Jeopardy!,U.S. STATESMEN,Kim Worth,Dan Melia,Bob Harris,California,California,Ohio
5492,2008-06-24,Final Jeopardy!,WORLD ORGANIZATIONS,Dorothy Farrell,Tom Koch,Sven Sinclair,New York,Washington,Virginia
4874,2005-11-17,Final Jeopardy!,BRITISH POETS,Adam Pinson,Nico Martinez,Jayanth Iyengar,Alabama,Michigan,Wisconsin
5528,2008-09-24,Final Jeopardy!,NOVELS,Rebecca Molloy,Brian Levinson,Elza Reeves,Minnesota,New York,Kentucky
4971,2006-04-03,Final Jeopardy!,AMERICAN AUTHORS,Rena Miller,Wendy Brown,Craig Mobley,Canada,Oregon,New Mexico
3149,1998-04-16,Final Jeopardy!,RETAIL,Myron West,Jackie Bruno,Don Wright,Wyoming,"Washington, D.C.",Louisiana
5023,2006-06-14,Final Jeopardy!,POLITICAL QUOTATIONS,Bob Puett,Danielle Kolker,Craig Westphal,Washington,New York,Arizona
3290,1998-12-18,Final Jeopardy!,PRESIDENTS,Alan Cates,Gina Diamante,James Arey,California,California,Louisiana
5675,2009-04-17,Final Jeopardy!,BROADWAY HISTORY,Joe Pieper,Colette Windish,Kevin Joyce,Minnesota,Alabama,Massachusetts
3584,2000-03-16,Final Jeopardy!,SPACE,Ruben Mancillas,Brigid Callinan,Robin Carroll,California,Idaho,Georgia
3687,2000-09-19,Final Jeopardy!,FAMOUS NAMES,George Keller,Sue Wright,Michelle Clum,Alabama,Ohio,Kansas
4323,2003-05-21,Final Jeopardy!,WORLD CITIES,Maryann Correll,Andy Hejl,Doug Wager,Massachusetts,California,California
3514,1999-12-09,Final Jeopardy!,HONORS,Clif Bailey,Catherine Smythe Zajc,Amanda Folk,Texas,Ohio,South Carolina
4327,2003-05-27,Final Jeopardy!,CLASSIC LITERATURE,Hope Weinman,Joal Hetherington,Bronson Messer,Massachusetts,Maine,Tennessee
5649,2009-03-12,Final Jeopardy!,FRENCH CLASSICAL MUSIC,Tom Morris,Matt Kohlstedt,Larissa Kelly,California,Illinois,California
3971,2001-12-03,Final Jeopardy!,FICTIONAL PLACES,Marek Karwowski,Kathy Cassity,Frank Stasio,Canada,Hawaii,New York
5607,2009-01-13,Final Jeopardy!,HISTORIC ROYAL RELATIVES,Shawn St. Clair,Samantha Lubrani,Jack McPherson,Illinois,California,Arkansas
3695,2000-09-29,Final Jeopardy!,OSCAR-WINNING ACTORS,Jim Berrier,Jeremy Levin,Bill Shields,California,California,Illinois
4934,2006-02-09,Final Jeopardy!,CONGRESS,Kenny Schlax,Allison Peña,Papa Chakravarthy,Illinois,Florida,Kentucky
4270,2003-03-07,Final Jeopardy!,SUMMER OLYMPIC VENUES,Ben Dufour,Joanne Daley,Max Levaren,Maine,New York,California
5176,2007-02-26,Final Jeopardy!,AMERICANA,Marc Spraragen,Chuck Newell,Sri Narayanan,California,Tennessee,Ohio
368,1986-02-05,Final Jeopardy!,ACTORS & ROLES,Judy Hedden,Steve Wenrick,Paul Rouffa,California,Pennsylvania,Illinois
5753,2009-09-23,Final Jeopardy!,17th CENTURY BRITISH HISTORY,Joann Mariani,Kelsey Peterson,Jon Korn,New York,Vermont,Massachusetts
4681,2005-01-03,Final Jeopardy!,MILITARY MATTERS,Mia Hasouris,David Jackman,Kerry Breitenbach,Minnesota,Massachusetts,Ohio
4949,2006-03-02,Final Jeopardy!,THE VICE PRESIDENCY,Jack Deschauer,Sharon Desser,Amit Bose,Virginia,New York,Georgia
3082,1998-01-13,Final Jeopardy!,WALL STREET,Kathryn Bower,Omar Mahmood,Chris Marker,Virginia,Illinois,Connecticut
5316,2007-10-22,Final Jeopardy!,QUOTATIONS FROM B.C.,Nick Swezey,Lee Ann Farmer,Shad Small,"Washington, D.C.",California,California
4911,2006-01-09,Final Jeopardy!,BODIES OF WATER,Carolyn Proulx,Marty Miller,Tom Kavanaugh,Rhode Island,Pennsylvania,Missouri
4032,2002-02-26,Final Jeopardy!,19th CENTURY INVENTIONS,Patty Crowell,Richard Finch,Anthony Trifilio,Montana,Michigan,New York
3078,1998-01-07,Final Jeopardy!,ENGLISH LITERATURE,Melanie DeCarolis,Larry Blair,Michael Forrest,Massachusetts,California,Maryland
5587,2008-12-16,Final Jeopardy!,NOVELS,George Yates,Jeannie Leoutsakos,Justin Waters,California,Maryland,Michigan
3313,1999-01-20,Final Jeopardy!,U.S. STAMPS,Debra Bricker,Will Salvini,Rich Hendricks,South Carolina,California,New York
4847,2005-10-11,Final Jeopardy!,CLASSIC LITERATURE,Dylan Smith,Brady Newell,Madison Ball,New York,Maryland,Texas
6285,2012-01-06,Final Jeopardy!,ANCIENT WEIGHTS & MEASURES,Dan McShane,Molly Dahlberg,Dave Leach,New York,Louisiana,Georgia
3039,1997-11-13,Final Jeopardy!,TOYS,Enos Williams,Kristen Stuckey,Sahir Islam,Texas,Texas,New York
5021,2006-06-12,Final Jeopardy!,U.S. NEWSPAPERS,Bill Weylock,Matt Wauben,Craig Westphal,Florida,South Carolina,Arizona
5060,2006-09-15,Final Jeopardy!,U.S. STATES,Lou Bayard,Jennifer Czechowski,Meighan Larbi,"Washington, D.C.",North Carolina,Florida
5664,2009-04-02,Final Jeopardy!,TV CHARACTERS,Brian Boone,Diane Wilshere,Daniel Stauss,Oregon,Virginia,Washington
6126,2011-04-11,Final Jeopardy!,GEOGRAPHIC ADJECTIVES,Tim Kresowik,Heather Timberlake,Christopher Short,Iowa,Florida,Indiana
5339,2007-11-22,Final Jeopardy!,FAMOUS NAMES,Kate Swenson,Carol Camper,Bob Black,Minnesota,Canada,New York
5670,2009-04-10,Final Jeopardy!,COMPOSERS,James Holst,Louisa Kreider,Priscilla Ball,Iowa,Ohio,Maryland
4848,2005-10-12,Final Jeopardy!,SWEET TREATS,Matt Tick,Jon Er,Charlotte Darby,California,New York,Pennsylvania
3355,1999-03-19,Final Jeopardy!,SCIENTIFIC INVENTIONS,Linda Ferrazzara,Scott Tarapczynski,Jeff Grimes,Massachusetts,New York,Texas
3900,2001-07-13,Final Jeopardy!,THE MOVIES,Bill Hart,Mark Brennan,Alan Bailey,Louisiana,Connecticut,California
5888,2010-03-31,Final Jeopardy!,INTO AFRICA,Matt Drury,Pat Garahan,Stacy Braverman,New York,California,"Washington, D.C."
6247,2011-11-15,Final Jeopardy!,19th CENTURY POETRY,Buddy Wright,Tom Nissley,Roger Craig,Texas,Washington,Delaware
4277,2003-03-18,Final Jeopardy!,PRESIDENTIAL ELECTIONS,John Franklin,Barbara Liu,Amanda Potocky,Florida,Connecticut,North Carolina
2543,1995-09-27,Final Jeopardy!,U.S. CURRENCY,Peg Hausman,Dotty Shekarian,Linda Roberts,Indiana,Maryland,Texas
3822,2001-03-27,Final Jeopardy!,BUSINESS HISTORY,Philip Hain,Brian McCullough,Diane Woodson,California,Florida,Maryland
5266,2007-07-02,Final Jeopardy!,AFI's TOP MOVIE QUOTES,Jessica Eyde,Wilson Rickerson,Cathy Lanctot,Texas,Virginia,Delaware
4996,2006-05-08,Final Jeopardy!,SCIENCE,Maria Wenglinsky,Kermin Fleming,Doug Dorst,New York,Kentucky,Texas
6259,2011-12-01,Final Jeopardy!,HIT SONGS,Gillian DiPietro,Logan Schultz,Jan Zasowski,New York,Kentucky,Illinois
6048,2010-12-22,Final Jeopardy!,U.S. HISTORY,Dennis Loo,Ester Murdukhayeva,Tom Nissley,Massachusetts,New York,Washington
5333,2007-11-14,Final Jeopardy!,NEWSPAPER PEOPLE,Cliff Galiher,Paul Glaser,Craig Westphal,California,New York,Arizona
4651,2004-11-22,Final Jeopardy!,20th CENTURY AMERICANS,Ari Schoenholtz,Rachel McCool,Kermin Fleming,Maryland,Pennsylvania,Kentucky
3266,1998-11-16,Final Jeopardy!,THESE UNITED STATES,Creswell Formey,Dana Venator,Peter Morris,Connecticut,Illinois,England
4517,2004-04-06,Final Jeopardy!,GEOGRAPHIC PHRASES,Jonathan Turer,Joy Schauer,Chris Miller,New York,Pennsylvania,Kentucky
4198,2002-11-27,Final Jeopardy!,U.S. PRESIDENTS,Katie Hobson,Brian Ursrey,Faith Love,New York,Georgia,Maryland
6209,2011-09-22,Final Jeopardy!,PHILOSOPHY,Brian Lehman,Anne Kenney Chaplin,Justin Sausville,"Washington, D.C.",Massachusetts,Maryland
5725,2009-06-26,Final Jeopardy!,19th CENTURY AMERICAN LITERATURE,Bryan Porter,Tui Sutherland,Emily Heaney,Virginia,Massachusetts,Minnesota
6150,2011-05-13,Final Jeopardy!,MONARCHS,Charles Temple,Larry DeMoss,Lori Kissell,North Carolina,Indiana,Virginia
2624,1996-01-18,Final Jeopardy!,MEDICAL FIRSTS,Jack Ronner,Sandy Shapiro,Bill Dickenson,California,Maryland,Texas
3017,1997-10-14,Final Jeopardy!,AWARDS,Jay Marx,Valerie Porter,Peter Scott,Colorado,New York,"Washington, D.C."
5264,2007-06-28,Final Jeopardy!,PRESIDENTIAL BOOKS,Rosemary Travis,Amy Ryan,Cathy Lanctot,Florida,Ohio,Delaware
5609,2009-01-15,Final Jeopardy!,WRITER/DIRECTORS,Bill Menezes,Meagan Grote,Greg Jones,Colorado,Florida,Virginia
5275,2007-07-13,Final Jeopardy!,SPORTS,Ben Taylor,Amy Fuller,Zach Baker,Illinois,Oregon,California
5067,2006-09-26,Final Jeopardy!,LITERARY CINEMA,Brenda Buchanan,Brett Hart,Eric Barela,Ohio,Nebraska,California
3849,2001-05-03,Final Jeopardy!,CANADIAN CITIES,Nicole Reimer,Colleen Mahoney,Tom Hartmann,Ohio,Connecticut,Texas
3177,1998-05-26,Final Jeopardy!,SINGERS,Brian McMahon,Lara Robillard,Jim Riffle,New Jersey,Virginia,Nevada
5650,2009-03-13,Final Jeopardy!,WORLD MONEY,Dave Simpson,Lisa Klink,Ben Bishop,Maryland,California,Washington
5278,2007-07-18,Final Jeopardy!,ORGANIZATIONS,Amy Varallo,Lindsey Nicolai,Kriti Gandhi,South Carolina,Virginia,Maryland
277,1985-10-01,Final Jeopardy!,MOVIES,Bob Devlin,MaryLou Byrne,Chuck Forrest,Pennsylvania,California,Michigan
3604,2000-04-13,Final Jeopardy!,INTERNATIONAL ORGANIZATIONS,Dana Hernandez,Matt Thompson,Mike Blumenfeld,California,California,Minnesota
5044,2006-07-13,Final Jeopardy!,U.S. HISTORY,Rebecca Pinchoff,Eric Allen,Susan Matejko,New York,Alabama,Hawaii
4754,2005-04-14,Final Jeopardy!,ANCIENT CITIES,India Cooper,Scott Gillispie,Steve Chernicoff,New York,Georgia,California
5896,2010-04-12,Final Jeopardy!,NEW SPORTS,Amanda Lahan,Debbie Russell,Morgan Saxby,"Washington, D.C.",North Carolina,Virginia
5867,2010-03-02,Final Jeopardy!,FOOD TRADITIONS,Julia Brown,Jesse Achtenberg,Amy Tyszkiewicz,California,"Washington, D.C.",New Jersey
3365,1999-04-02,Final Jeopardy!,STATUES,Dan Inloes,Karen Baptiste,John Oleske,Michigan,Massachusetts,New York
3777,2001-01-23,Final Jeopardy!,FAMOUS AMERICANS,Brad Schinstock,Rachael Cianfrani,Mike Emerman,Colorado,California,Massachusetts
5199,2007-03-29,Final Jeopardy!,BIBLICAL TIMES,Steven Price,Arlynda Boyer,Samantha Ross,Pennsylvania,Virginia,New Jersey
5220,2007-04-27,Final Jeopardy!,U.S. TRANSPORTATION,Juli Hinds,Brian Marshall,Andrew Rostan,Vermont,New Jersey,Ohio
3256,1998-11-02,Final Jeopardy!,BIBLICAL TIMES,Sinan Turnacioglu,Sharon Doodian,Katie Clark,New Jersey,New York,North Carolina
4159,2002-10-03,Final Jeopardy!,CATCHPHRASES,Mark Brown,Nancy Jasinski,Christine Schmidt,Arizona,Illinois,Florida
5985,2010-09-24,Final Jeopardy!,PRESIDENTS,Lyssette Flinchbaugh,Hillary Janikula,Kara Spak,Connecticut,California,Illinois
3428,1999-06-30,Final Jeopardy!,PARADES,Steve Dranchak,Alex Meza,Thomas Citrano,Germany,California,North Carolina
5785,2009-11-06,Final Jeopardy!,STATE CAPITALS,Stephanie Radke,Gabe Orlet,Hema Karunakaram,Virginia,Illinois,Michigan
3129,1998-03-19,Final Jeopardy!,BROADCASTING,Jeff Chrzanowski,Kathy Currid,Christopher Ruth,New Jersey,New York,Connecticut
5802,2009-12-01,Final Jeopardy!,POLITICAL PHILOSOPHY,Ryan Swaim,Shawna Brandle,Kimberly Jantz,South Carolina,New York,Oklahoma
4368,2003-09-10,Final Jeopardy!,CHARLES LINDBERGH,Diane Wing,Kierre Daniels,Sam Ott,Michigan,New York,California
5752,2009-09-22,Final Jeopardy!,WORD HISTORY,Marlene Allen,Jon Korn,Gary Bechtold,Georgia,Massachusetts,Minnesota
3591,2000-03-27,Final Jeopardy!,FAMOUS WOMEN,Mary Near,Kelly Brumbelow,Bryan Marcus,Ohio,Georgia,Alabama
5381,2008-01-21,Final Jeopardy!,SHAKESPEAREAN GEOGRAPHY,Jean Doolittle,Rob Skolits,Christa Franklin Ishino,Minnesota,New Jersey,Michigan
4817,2005-07-12,Final Jeopardy!,THE 50 STATES,Charles Martin,Kem Herding,David Madden,"Washington, D.C.",North Carolina,New Jersey
6019,2010-11-11,Final Jeopardy!,THE 1930s,Tim Relihan,Steph Gagelin,Marshall Flores,Nebraska,North Dakota,Arizona
5999,2010-10-14,Final Jeopardy!,COUNTRY NAMES,Anjali Chelliah Sawe,Theo McLauchlin,Sara Wilkinson,New York,Quebec,Georgia
5329,2007-11-08,Final Jeopardy!,THE PERSIAN GULF,Steve Unite,Sara Terrell,Christian Haines,California,Connecticut,Virginia
3650,2000-06-16,Final Jeopardy!,RECENT MOVIES,John Edkins,Gregg Fanselau,Meg Smath,California,Colorado,Kentucky
5376,2008-01-14,Final Jeopardy!,CLASSIC MOVIE DUOS,DJ Molny,Robin Olson,Angela Ruediger,Colorado,Pennsylvania,Pennsylvania
4324,2003-05-22,Final Jeopardy!,ECONOMIC HISTORY,Armando Batastini,Mikki Deschaine,Andy Hejl,Rhode Island,New Hampshire,California
3425,1999-06-25,Final Jeopardy!,BANDS OF THE '70s,Dallas Dickinson,Norman Rogers,Terry Currin,California,California,Michigan
4259,2003-02-20,Final Jeopardy!,TOP ATHLETES,Robin Gardner,Katie Stillgebauer,Travis Troyer,Virginia,Washington,Maryland
1002,1989-01-03,Final Jeopardy!,LEADING LADIES,John Lafferty,Annette Meyer,Cigus Vanni,England,Michigan,Pennsylvania
4756,2005-04-18,Final Jeopardy!,INVENTED WORDS,Michael Daunt,Bob Harris,Bruce Borchardt,Canada,California,"Washington, D.C."
4211,2002-12-16,Final Jeopardy!,FORTUNE 500 COMPANIES,Elizabeth Baxter,Matt Davidson,Kyle Pope,Oklahoma,Virginia,Maryland
4688,2005-01-12,Final Jeopardy!,DATES IN AMERICAN HISTORY,Tim Russell,Leslie Burns-Dell'Acqua,Alex Rubington,Ohio,California,Massachusetts
3859,2001-05-17,Final Jeopardy!,THE WORLD OF TRANSPORTATION,Kevin Comer,Matt Fairley,Babu Srinivasan,Florida,Virginia,Texas
3838,2001-04-18,Final Jeopardy!,WORLD RELIGION,Jesse Lamovsky,Jill Whitehead,Larry Cloud,Ohio,Louisiana,California
2954,1997-06-05,Final Jeopardy!,AUTOBIOGRAPHIES,Macee Damon,Rich Canedo,Wes Ulm,Massachusetts,Rhode Island,Virginia
5113,2006-11-29,Final Jeopardy!,MODERN LANGUAGES,Alexia Henke,David Maynard,Ryan Friedman,New York,Pennsylvania,New Hampshire
4283,2003-03-26,Final Jeopardy!,2002 POP STARS,Cory Bean,Robyn Rogers,Luis Cordon,North Carolina,Washington,Connecticut
2876,1997-02-17,Final Jeopardy!,FAMOUS FAMILIES,Grace Veach,Steve McManus,Joyce Sturgill,Illinois,South Carolina,Florida
3229,1998-09-24,Final Jeopardy!,ACTRESSES & STATESMEN,Faith Brown,Barry Berlin,Hans Krimm,"Washington, D.C.",Georgia,Virginia
4325,2003-05-23,Final Jeopardy!,FILM ROLES,Elayna Kotsaftis,Danny Jobe,Andy Hejl,Massachusetts,Virginia,California
2672,1996-03-26,Final Jeopardy!,FOREIGN DIRECTORS,Betty Fernandez,Al Brokos,Marty Sade,"Washington, D.C.",Maryland,Arizona
5017,2006-06-06,Final Jeopardy!,OSCAR WINNERS,Marcia Jensen,Stefanie Morales,Dan Sander,Illinois,New Jersey,Canada
5315,2007-10-19,Final Jeopardy!,AMERICAN HISTORY,Barbara Frascelli,Clare Willis,Shad Small,New York,Illinois,California
6273,2011-12-21,Final Jeopardy!,THE NFL,Janemarie Cloutier,Drew Tompkins,Jason Keller,Pennsylvania,Alabama,New Jersey
3609,2000-04-20,Final Jeopardy!,FAMOUS AMERICANS,Joe Bellas,Darren Millam,Jason Karpf,Ohio,Missouri,California
4858,2005-10-26,Final Jeopardy!,WOMEN IN POLITICS,Susan Klak,Jeff Pandin,Diane Mettam,Illinois,Virginia,California
3666,2000-07-10,Final Jeopardy!,FAMOUS NAMES,Steve Wang,Deborah Van Ness,Doug Lach,California,New York,Ohio
3084,1998-01-15,Final Jeopardy!,SHAKESPEARE,Helen Bracken,Bill Dougherty,Tom Barrett,Alabama,Illinois,Maryland
4978,2006-04-12,Final Jeopardy!,U.S. TERRITORIES,Tom Ricketts,Melissa Ahart,Kathy Lisiewicz,Massachusetts,New York,California
4329,2003-05-29,Final Jeopardy!,PRESIDENTIAL ELECTIONS,Joe Nathan,Katie Hamill,Bronson Messer,Ohio,Massachusetts,Tennessee
5213,2007-04-18,Final Jeopardy!,A REAL RENAISSANCE MAN,Ann Cole,Daniel Pollack-Pelzner,Tricia McKinney,New Mexico,Massachusetts,New Jersey
310,1985-11-15,Final Jeopardy!,LANDMARKS,Ron Black,Nathan Walpow,Michael Day,North Carolina,New York,Ohio
5453,2008-04-30,Final Jeopardy!,BUSINESS,Mike Milligan,Debbie Rothschild,Tom Morris,Maryland,New York,California
5558,2008-11-05,Final Jeopardy!,POP MUSIC FIRSTS,Karthik Balasubramanian,Shelly Mills,David Skaar,Pennsylvania,Washington,North Carolina
4103,2002-06-05,Final Jeopardy!,EUROPE,Mary Beth Shetz,Amy Kobrzynski,Rich Hastings,Texas,Pennsylvania,Arkansas
4257,2003-02-18,Final Jeopardy!,NUMERICAL PHRASES,Danielle Lepore,Travis Troyer,Jennifer Garman,California,Maryland,New York
4357,2003-07-08,Final Jeopardy!,POP MUSIC,Heather Mock,Joe Warren,Ethan Lowry,Colorado,New York,Washington
2840,1996-12-27,Final Jeopardy!,BENJAMIN FRANKLIN,Mark Torma,Ruth Thompson,Jon Woodman,Ohio,Georgia,Ohio
2815,1996-11-22,Final Jeopardy!,TELEVISION HISTORY,Bob Scarpone,Barbara Walker,Michael Daunt,New Jersey,Maryland,Canada
6262,2011-12-06,Final Jeopardy!,U.S. STRUCTURES,Julia Kozicki,Rich Beimer,Bhibha Das,Indiana,Tennessee,Illinois
969,1988-11-17,Final Jeopardy!,GEOGRAPHY,Mark Lowenthal,Sandra Gore,Bruce Naegeli,Virginia,Massachusetts,Arizona
4748,2005-04-06,Final Jeopardy!,FAMOUS PLACES,Paul Gutowski,Mark Born,Dave Abbott,Illinois,Thailand,Kentucky
3583,2000-03-15,Final Jeopardy!,ARTISTS,Mollie Fucilla,Steve Tanner,Robin Carroll,California,California,Georgia
6292,2012-01-17,Final Jeopardy!,U.S. POPULATION,Amy Stephenson,Daniel Hodge,Betsy Schroeder,New York,North Carolina,Virginia
4256,2003-02-17,Final Jeopardy!,FILMS OF THE '70s,Nathaniel Ellis,Jennifer Garman,Jackie Harrison,England,New York,Illinois
6168,2011-06-08,Final Jeopardy!,THE MOVIES,Chris Hauck,Tim Kuehn,Sam Meyer,Rhode Island,California,Minnesota
3056,1997-12-08,Final Jeopardy!,ACTORS & THEIR ROLES,Michael Noonan,Marilyn Cuca,Ron Seide,"Washington, D.C.",Illinois,California
6223,2011-10-12,Final Jeopardy!,ART & STATE CAPITALS,Leigh Wishner,Katie Proctor,Joon Pahk,New York,North Carolina,Massachusetts
4313,2003-05-07,Final Jeopardy!,FAMOUS ESTATES,Mark Lee,Travis Troyer,Jill Bunzendahl Chimka,Illinois,Maryland,"Washington, D.C."
3671,2000-07-17,Final Jeopardy!,THE MOVIES,Nicole Burnham Onsi,Chris Coad,Tad Carithers,Massachusetts,New Jersey,Georgia
3618,2000-05-03,Final Jeopardy!,FAMOUS RELATIVES,Franklin Oliver,Meg Sullivan,Dan Felsenheld,Indiana,Massachusetts,Virginia
5046,2006-07-17,Final Jeopardy!,VARIETY HEADLINES,Scott Ahearn,Jennifer Laam,Bruce Lin,New York,California,Canada
3926,2001-10-01,Final Jeopardy!,WORLD LEADERS,Janna Marshall,Damian Kokinda,Rohan Virginkar,Wisconsin,"Washington, D.C.",California
4597,2004-09-07,Final Jeopardy!,WAR MOVIES,Rich Hartz,Bob Watts,Ken Jennings,Alabama,North Carolina,Utah
6175,2011-06-17,Final Jeopardy!,MEDICAL HISTORY,Danielle Harlow,Steve Sobelman,Stewart Tuttle,Ohio,California,Virginia
4982,2006-04-18,Final Jeopardy!,AMERICAN POLITICIANS,Melissa Garber,Luis Sandoval,Bob Mesko,Florida,California,Colorado
3498,1999-11-17,Final Jeopardy!,MODERN MARRIAGE,Michael Boatman,Shawn Colvin,Jon Stewart,New York,Illinois,New York
4082,2002-05-07,Final Jeopardy!,THE OSCARS,Babu Srinivasan,India Cooper,Robin Carroll,Texas,New York,Georgia
3057,1997-12-09,Final Jeopardy!,16th CENTURY EXPLORERS,Glenda Kendrick,Tim McMullen,Michael Noonan,South Dakota,Pennsylvania,"Washington, D.C."
5508,2008-07-16,Final Jeopardy!,RECENT HISTORY,Tim Mueting,Caitlin Dudek,Gail Sneyers,Nebraska,Virginia,South Carolina
